task_type,title,duration_minutes,urgency,deadline_urgency,importance_to_goals,depends_on_you,stress_level,motivation_level,enjoyment_level,task_blocking_others,priority
Personal,Call mom,127,5,Tomorrow,4,1,2,1,2,0,Medium
Personal,Organize photos,57,1,Today,1,1,1,4,1,1,Low
Health,Sleep early,56,5,Overdue,4,0,5,1,5,1,High
Errand,Book tickets,13,3,This Week,1,1,4,4,4,0,Low
Personal,Organize photos,84,4,Today,2,1,5,4,5,0,Low
Health,Meditate,156,5,Overdue,5,0,1,4,5,0,High
Health,Go to gym,157,4,Tomorrow,3,1,3,1,1,0,Medium
Study,Revise notes,98,4,This Week,3,0,2,2,4,1,Medium
Study,Watch lecture,54,5,No Deadline,4,0,4,3,4,1,Medium
Health,Sleep early,103,4,Today,3,0,2,5,5,1,Medium
Study,Read chapter,132,3,No Deadline,5,0,2,3,4,0,Low
Errand,Buy groceries,97,3,Overdue,4,0,4,1,4,0,Medium
Work,Attend meeting,58,4,Overdue,5,1,2,1,4,0,High
Health,Go to gym,159,4,This Week,3,0,2,1,1,1,Medium
Health,Meditate,155,2,Tomorrow,1,1,1,3,1,0,Low
Study,Watch lecture,44,1,This Week,3,1,4,2,1,0,Low
Personal,Call mom,95,1,Next Week,2,1,2,5,2,0,Low
Work,Fix bug,177,4,Next Week,5,1,4,1,1,0,Medium
Study,Watch lecture,135,4,Today,2,0,5,4,2,0,Low
Personal,Organize photos,65,5,Tomorrow,4,1,2,4,5,1,Medium
Health,Sleep early,160,1,This Week,1,1,5,2,5,1,Low
Work,Write proposal,126,4,Next Week,4,1,5,3,4,0,Medium
Study,Submit assignment,152,5,Overdue,4,0,1,1,5,0,High
Health,Meditate,173,4,No Deadline,2,0,1,3,3,0,Low
Work,Review code,79,4,Overdue,5,1,2,1,4,1,High
Work,Fix bug,159,3,Next Week,3,0,1,4,5,0,Low
Errand,Car service,12,2,Next Week,5,1,1,5,2,1,Low
Personal,Call mom,145,3,Next Week,2,0,1,5,3,1,Low
Errand,Buy groceries,124,2,Next Week,2,1,4,5,5,0,Low
Work,Review code,139,2,Tomorrow,1,0,3,2,4,1,Low
Errand,Car service,29,4,Next Week,1,1,2,1,3,1,Medium
Errand,Car service,61,5,This Week,1,1,5,4,4,1,Medium
Work,Attend meeting,36,2,Next Week,4,1,3,1,2,1,Medium
Health,Take vitamins,100,2,This Week,5,1,4,1,1,0,Medium
Study,Read chapter,36,5,Tomorrow,3,0,1,4,5,0,Medium
Errand,Car service,153,4,Tomorrow,3,0,4,5,3,1,Medium
Study,Practice math,166,4,Today,1,0,3,1,3,0,Low
Work,Attend meeting,74,2,Today,1,1,5,4,5,1,Low
Work,Send report,51,4,Next Week,3,1,2,1,4,0,Medium
Personal,Organize photos,165,3,Overdue,2,0,1,2,3,0,Medium
Health,Go to gym,62,2,Overdue,4,0,5,5,3,0,Low
Personal,Clean room,84,5,Today,5,0,2,2,1,1,High
Personal,Clean room,135,1,Today,2,1,1,3,5,0,Low
Work,Send report,93,3,Next Week,1,0,3,2,2,1,Low
Personal,Clean room,178,5,Next Week,1,0,2,2,1,0,Medium
Study,Read chapter,27,5,Tomorrow,5,1,2,3,5,1,High
Errand,Pick up parcel,34,5,Next Week,3,0,2,5,3,0,Medium
Health,Go to gym,18,4,Next Week,2,0,2,3,1,1,Medium
Study,Submit assignment,115,5,Tomorrow,1,1,4,5,2,1,Medium
Personal,Organize photos,177,5,This Week,1,1,2,1,4,1,Medium
Health,Go to gym,130,4,Overdue,3,0,5,2,1,0,Medium
Work,Send report,142,2,Today,5,1,2,5,4,1,Low
Personal,Clean room,169,4,Overdue,2,0,5,5,2,0,Medium
Health,Meditate,77,5,Tomorrow,4,1,1,5,1,0,Medium
Study,Practice math,16,4,This Week,4,0,3,2,1,0,Medium
Health,Sleep early,154,5,Overdue,1,0,2,4,3,0,Medium
Work,Attend meeting,115,3,Tomorrow,3,1,4,1,4,0,Medium
Personal,Clean room,16,4,This Week,5,0,2,3,1,0,Medium
Study,Practice math,146,2,Next Week,3,0,4,5,2,1,Low
Study,Practice math,156,2,No Deadline,1,1,5,5,2,1,Low
Work,Attend meeting,52,4,Next Week,3,1,4,2,1,1,Medium
Personal,Plan trip,179,1,Next Week,3,0,5,4,2,0,Low
Health,Go to gym,51,2,Overdue,3,0,5,4,1,0,Low
Work,Attend meeting,76,4,No Deadline,5,0,1,3,4,1,Medium
Work,Fix bug,139,2,No Deadline,2,0,5,1,1,1,Low
Health,Cook healthy meal,40,4,This Week,3,1,1,2,1,0,Medium
Health,Cook healthy meal,87,2,No Deadline,4,0,3,3,5,0,Low
Personal,Plan trip,163,3,This Week,5,1,2,1,4,0,Medium
Work,Attend meeting,51,1,Next Week,2,0,4,4,4,0,Low
Errand,Book tickets,105,4,This Week,2,1,5,3,3,0,Medium
Work,Fix bug,164,2,Overdue,5,1,4,3,5,1,Medium
Errand,Book tickets,104,3,Tomorrow,2,1,5,5,2,0,Low
Study,Submit assignment,151,1,This Week,2,1,1,5,1,0,Low
Errand,Pick up parcel,50,5,This Week,2,1,3,2,1,0,Medium
Study,Submit assignment,26,1,Next Week,2,1,3,2,1,1,Low
Personal,Call mom,42,3,This Week,5,1,4,3,1,1,Medium
Health,Sleep early,51,1,Today,3,0,3,5,3,1,Low
Health,Cook healthy meal,53,1,Tomorrow,1,1,4,5,3,1,Low
Study,Practice math,134,3,No Deadline,1,1,5,5,3,0,Low
Personal,Call mom,178,3,Today,3,0,4,5,5,1,Low
Health,Sleep early,63,1,Tomorrow,5,0,4,1,3,1,Low
Errand,Car service,79,1,Next Week,1,1,1,1,2,1,Low
Work,Write proposal,81,5,Next Week,2,0,2,2,2,1,Medium
Work,Review code,131,4,Next Week,5,0,4,1,5,1,Medium
Errand,Buy groceries,170,5,This Week,2,1,4,3,5,1,Medium
Work,Send report,167,2,Overdue,1,1,1,2,4,0,Low
Health,Sleep early,64,2,This Week,3,0,3,1,5,0,Low
Personal,Pay bills,12,5,This Week,5,0,4,5,3,0,Medium
Personal,Plan trip,68,3,Next Week,4,0,5,4,2,1,Low
Errand,Buy groceries,29,4,Overdue,3,0,3,2,3,1,Medium
Work,Write proposal,175,4,No Deadline,2,0,2,2,2,1,Low
Errand,Buy groceries,48,5,Today,5,1,5,2,3,1,High
Errand,Pick up parcel,28,2,No Deadline,2,1,2,5,2,1,Low
Personal,Plan trip,100,5,Tomorrow,2,0,3,4,4,0,Medium
Errand,Pick up parcel,119,5,Overdue,4,0,2,1,2,1,High
Health,Cook healthy meal,95,3,No Deadline,1,0,3,2,1,1,Low
Personal,Pay bills,105,2,Today,2,1,5,4,5,1,Low
Personal,Organize photos,10,3,Tomorrow,1,1,1,4,3,1,Low
Errand,Visit bank,47,5,Today,2,0,5,3,1,0,Medium
Health,Cook healthy meal,65,2,This Week,2,0,4,2,1,0,Low
Health,Sleep early,60,4,No Deadline,1,1,3,1,5,0,Low
Errand,Pick up parcel,178,3,Tomorrow,2,1,3,2,1,0,Low
Health,Take vitamins,90,5,Today,1,1,5,3,2,0,Medium
Study,Submit assignment,58,4,This Week,1,1,1,5,3,0,Low
Work,Write proposal,149,2,Next Week,4,1,1,4,3,0,Low
Study,Watch lecture,76,1,Today,5,0,5,2,1,0,Low
Errand,Buy groceries,124,3,No Deadline,5,0,3,2,1,0,Low
Errand,Visit bank,35,3,Next Week,1,0,5,4,3,0,Low
Work,Attend meeting,9,5,Today,4,0,1,3,4,1,Medium
Health,Go to gym,18,3,Next Week,3,1,1,3,5,1,Medium
Errand,Car service,77,3,Tomorrow,4,1,3,1,4,1,Medium
Personal,Plan trip,57,3,No Deadline,3,0,3,1,5,1,Low
Study,Practice math,111,2,Next Week,3,0,1,1,2,0,Low
Health,Cook healthy meal,133,4,This Week,5,1,1,2,2,0,Medium
Health,Meditate,146,3,Next Week,3,1,4,4,5,1,Low
Work,Send report,13,3,Overdue,4,0,4,5,1,1,Medium
Study,Submit assignment,49,4,This Week,5,1,3,2,1,0,Medium
Errand,Buy groceries,103,5,Today,3,1,3,1,2,1,Medium
Work,Write proposal,108,5,No Deadline,2,0,3,1,1,0,Low
Work,Review code,126,2,Today,4,0,5,1,5,0,Low
Work,Write proposal,67,3,Tomorrow,3,1,4,5,4,0,Low
Work,Review code,23,4,This Week,3,0,5,4,1,1,Medium
Study,Read chapter,178,1,No Deadline,3,0,2,5,3,0,Low
Work,Attend meeting,41,1,This Week,5,0,5,2,3,1,Low
Study,Submit assignment,50,3,Overdue,2,0,1,2,2,1,Medium
Personal,Call mom,108,4,Next Week,1,1,2,5,5,0,Low
Errand,Buy groceries,45,4,Tomorrow,4,1,4,5,3,0,Medium
Work,Review code,89,5,No Deadline,2,0,4,2,2,0,Low
Personal,Plan trip,62,2,This Week,2,0,2,5,4,1,Low
Health,Take vitamins,81,4,Overdue,3,0,2,5,3,1,Medium
Health,Take vitamins,55,1,Overdue,3,1,5,4,1,1,Low
Health,Sleep early,163,2,Next Week,1,1,4,2,3,0,Low
Work,Send report,29,5,Next Week,5,0,2,4,2,0,Medium
Personal,Call mom,130,5,Tomorrow,1,1,4,4,5,0,Medium
Personal,Pay bills,136,5,Tomorrow,3,1,4,5,3,0,Medium
Personal,Call mom,179,5,This Week,3,1,3,2,3,0,Medium
Health,Meditate,40,2,Tomorrow,2,1,3,4,3,1,Low
Health,Meditate,133,4,Overdue,1,0,3,1,1,1,Medium
Health,Go to gym,74,2,Tomorrow,2,1,1,2,3,1,Low
Personal,Organize photos,60,4,No Deadline,4,0,3,1,4,1,Low
Personal,Organize photos,65,1,Tomorrow,4,1,3,5,3,0,Low
Personal,Pay bills,141,5,Next Week,4,0,2,1,2,0,Medium
Health,Meditate,124,1,Next Week,4,0,1,2,3,1,Low
Errand,Buy groceries,44,4,This Week,2,0,5,4,3,0,Low
Health,Meditate,155,4,No Deadline,3,1,2,5,4,1,Low
Study,Watch lecture,138,2,This Week,2,1,5,2,3,1,Low
Study,Read chapter,14,4,This Week,3,0,4,2,5,0,Medium
Work,Send report,34,1,Next Week,5,0,5,5,3,0,Low
Errand,Buy groceries,36,1,No Deadline,4,1,5,4,1,0,Low
Study,Submit assignment,113,1,Today,1,0,5,5,5,0,Low
Errand,Car service,89,3,Next Week,1,0,4,2,2,1,Low
Study,Revise notes,138,3,Today,1,0,4,1,5,1,Low
Health,Sleep early,82,5,This Week,3,1,3,3,4,0,Medium
Work,Write proposal,43,3,No Deadline,3,1,4,3,2,1,Low
Work,Send report,115,2,No Deadline,5,1,3,5,3,0,Low
Personal,Pay bills,23,1,Overdue,1,1,3,2,1,1,Low
Errand,Buy groceries,10,1,Tomorrow,2,0,2,3,2,0,Low
Work,Attend meeting,138,5,No Deadline,4,0,1,1,5,0,Medium
Health,Go to gym,113,5,This Week,1,1,4,1,2,0,Medium
Work,Fix bug,121,3,Next Week,1,0,3,2,5,0,Low
Personal,Plan trip,25,2,This Week,5,1,1,4,1,1,Medium
Personal,Clean room,130,3,Today,5,1,5,3,4,1,Medium
Study,Practice math,34,2,Tomorrow,1,0,4,2,1,1,Low
Health,Meditate,14,5,Tomorrow,5,1,1,2,3,1,High
Personal,Clean room,157,1,Tomorrow,4,0,5,3,5,0,Low
Study,Submit assignment,66,5,Today,2,1,5,5,4,1,Medium
Work,Attend meeting,12,1,Overdue,1,1,2,1,1,0,Low
Errand,Car service,140,3,No Deadline,3,0,4,3,1,1,Low
Personal,Call mom,87,4,No Deadline,4,1,3,2,2,1,Medium
Work,Attend meeting,103,1,This Week,1,1,1,4,3,0,Low
Personal,Pay bills,112,4,Tomorrow,5,1,5,1,4,1,Medium
Personal,Call mom,52,2,Overdue,4,1,3,4,2,1,Medium
Study,Read chapter,6,3,Tomorrow,1,0,3,3,4,1,Low
Errand,Book tickets,137,5,Overdue,3,1,4,4,4,0,Medium
Work,Review code,17,1,Next Week,5,1,1,2,4,1,Low
Errand,Book tickets,24,4,Overdue,1,0,1,5,3,0,Low
Study,Practice math,25,4,No Deadline,2,1,1,3,3,1,Low
Study,Practice math,99,3,Today,2,0,1,1,5,1,Low
Work,Attend meeting,46,4,Overdue,4,0,2,1,1,1,Medium
Study,Practice math,122,5,No Deadline,1,1,4,4,4,1,Low
Study,Submit assignment,124,4,No Deadline,5,1,4,3,3,1,Medium
Health,Go to gym,67,5,Today,4,0,3,2,1,0,Medium
Personal,Call mom,91,2,Next Week,4,0,4,1,3,1,Low
Health,Meditate,5,4,Overdue,4,1,2,2,2,0,Medium
Personal,Clean room,18,3,Today,4,0,5,5,2,0,Low
Health,Take vitamins,11,3,Today,5,0,1,4,1,0,Medium
Personal,Clean room,12,3,Overdue,3,1,4,4,1,1,Medium
Study,Submit assignment,63,3,Tomorrow,1,1,4,5,1,0,Low
Errand,Pick up parcel,16,3,This Week,5,1,3,4,4,1,Medium
Health,Go to gym,41,2,Next Week,5,1,3,2,3,0,Medium
Study,Read chapter,72,4,This Week,5,1,3,2,2,1,Medium
Study,Read chapter,29,2,Tomorrow,5,0,5,2,2,0,Low
Work,Send report,112,3,Next Week,1,0,1,1,5,1,Low
Personal,Call mom,51,2,Overdue,1,0,3,3,4,1,Low
Study,Revise notes,68,2,This Week,3,0,2,1,4,1,Low
Errand,Pick up parcel,60,2,This Week,2,1,3,1,4,1,Low
Personal,Plan trip,114,3,Today,2,1,1,4,1,1,Low
Study,Submit assignment,17,4,This Week,3,0,1,4,2,0,Medium
Personal,Plan trip,113,1,This Week,5,0,3,3,4,0,Low
Work,Review code,116,4,Next Week,5,0,5,1,4,0,Medium
Errand,Book tickets,22,1,No Deadline,3,1,4,2,4,0,Low
Health,Take vitamins,145,4,Overdue,3,1,2,4,3,1,Medium
Health,Meditate,99,2,Today,5,1,4,2,4,0,Medium
Personal,Call mom,76,4,Today,3,0,3,3,5,1,Medium
Work,Attend meeting,67,3,Overdue,1,0,1,4,5,1,Low
Study,Practice math,78,3,Today,5,1,1,3,3,0,Medium
Study,Submit assignment,64,2,Tomorrow,3,0,1,1,1,1,Low
Work,Fix bug,135,2,Next Week,3,0,2,4,5,0,Low
Work,Attend meeting,102,5,Overdue,5,1,5,2,3,0,High
Work,Fix bug,134,5,Next Week,4,0,5,1,1,0,Medium
Study,Read chapter,35,5,No Deadline,4,0,2,4,4,1,Low
Study,Practice math,27,2,Next Week,4,0,3,1,2,0,Low
Errand,Visit bank,6,5,Next Week,5,0,3,2,1,1,High
Errand,Book tickets,151,3,Overdue,3,1,1,3,5,0,Medium
Errand,Buy groceries,82,3,Overdue,5,1,5,2,5,0,Medium
Personal,Organize photos,15,4,No Deadline,5,1,5,4,2,1,Medium
Personal,Clean room,44,1,No Deadline,2,1,1,5,3,1,Low
Personal,Organize photos,70,1,Today,4,0,2,4,5,1,Low
Study,Watch lecture,19,2,Tomorrow,5,0,5,1,4,1,Medium
Health,Take vitamins,148,4,This Week,2,1,2,5,1,1,Low
Personal,Organize photos,37,4,Tomorrow,3,0,5,4,4,0,Medium
Study,Revise notes,119,3,Next Week,5,0,1,5,5,1,Medium
Personal,Clean room,51,3,Next Week,1,1,3,3,5,0,Low
Study,Watch lecture,71,5,No Deadline,4,0,1,3,5,1,Medium
Errand,Book tickets,113,4,This Week,1,1,2,5,3,0,Low
Study,Watch lecture,6,1,Today,1,1,2,4,2,1,Low
Errand,Pick up parcel,100,3,This Week,4,1,3,2,3,1,Medium
Errand,Visit bank,155,4,No Deadline,1,1,2,1,3,0,Low
Personal,Pay bills,128,2,Next Week,3,1,5,5,3,1,Low
Work,Send report,141,1,Overdue,5,1,4,1,3,0,Medium
Errand,Book tickets,117,2,Today,1,0,5,2,2,1,Low
Errand,Buy groceries,47,2,No Deadline,1,0,5,1,3,0,Low
Work,Write proposal,138,1,No Deadline,3,1,4,4,1,1,Low
Errand,Book tickets,99,2,Tomorrow,4,1,3,2,2,0,Low
Personal,Organize photos,164,1,Today,5,0,5,3,4,0,Low
Errand,Car service,176,3,Tomorrow,2,1,2,2,4,1,Low
Errand,Pick up parcel,66,4,No Deadline,4,1,2,3,5,0,Low
Personal,Plan trip,156,3,Overdue,4,1,2,1,5,1,Medium
Personal,Clean room,91,4,No Deadline,1,0,1,3,1,0,Low
Personal,Clean room,153,2,Today,5,0,1,3,2,0,Low
Errand,Visit bank,132,3,Next Week,5,0,5,1,2,1,Medium
Errand,Car service,73,2,Today,5,1,2,5,2,1,Low
Health,Go to gym,59,2,Today,1,1,4,5,5,1,Low
Health,Sleep early,104,5,No Deadline,1,1,5,2,4,1,Low
Errand,Car service,149,3,No Deadline,5,0,2,1,3,0,Low
Personal,Pay bills,77,2,Tomorrow,2,1,5,4,1,1,Low
Study,Read chapter,148,1,Today,1,0,3,3,1,1,Low
Errand,Car service,49,5,No Deadline,5,0,1,1,5,1,Medium
Study,Read chapter,71,2,Overdue,1,1,2,5,5,1,Low
Work,Attend meeting,77,3,Tomorrow,1,0,5,3,3,1,Low
Errand,Buy groceries,56,1,Today,3,0,4,5,1,1,Low
Personal,Organize photos,120,5,No Deadline,3,0,4,2,5,1,Medium
Health,Take vitamins,51,5,Overdue,4,1,5,3,5,0,High
Personal,Call mom,110,3,Tomorrow,4,1,4,5,4,0,Low
Study,Read chapter,38,5,Today,3,0,3,1,4,1,Medium
Study,Practice math,53,2,Today,5,0,5,3,2,1,Medium
Study,Watch lecture,145,3,Today,5,1,5,4,4,1,Medium
Personal,Call mom,153,3,Today,2,0,4,5,3,0,Low
Health,Sleep early,127,4,Next Week,1,1,3,4,5,1,Low
Errand,Book tickets,76,1,Tomorrow,2,0,4,2,3,0,Low
Health,Take vitamins,150,3,Overdue,3,1,1,1,2,0,Medium
Study,Practice math,161,2,Overdue,1,1,3,4,4,0,Low
Work,Write proposal,46,3,Next Week,3,1,3,4,1,1,Low
Errand,Visit bank,62,3,Tomorrow,5,1,5,3,1,1,Medium
Work,Review code,27,4,No Deadline,5,1,5,3,5,1,Medium
Errand,Book tickets,140,5,This Week,1,0,4,2,2,0,Medium
Work,Write proposal,61,2,Tomorrow,4,0,5,2,2,0,Low
Errand,Visit bank,99,3,No Deadline,5,1,4,1,3,1,Low
Work,Write proposal,70,2,No Deadline,4,0,1,2,4,0,Low
Personal,Call mom,75,4,Today,1,0,1,3,2,1,Low
Personal,Call mom,91,1,Tomorrow,1,1,5,3,3,1,Low
Work,Review code,31,4,Next Week,3,0,1,1,2,0,Medium
Personal,Call mom,95,1,Overdue,2,1,5,1,3,0,Low
Work,Review code,51,2,Today,5,1,1,3,5,0,Medium
Study,Submit assignment,30,1,Today,1,1,1,2,5,1,Low
Personal,Call mom,26,3,Next Week,2,0,3,4,3,0,Low
Study,Submit assignment,161,1,Next Week,4,1,1,2,5,0,Low
Study,Revise notes,45,3,Overdue,4,1,1,1,2,1,Medium
Health,Cook healthy meal,174,2,Next Week,3,0,5,1,5,0,Low
Health,Take vitamins,120,4,Overdue,1,1,3,2,1,0,Medium
Personal,Call mom,116,1,Next Week,5,1,1,4,3,0,Low
Work,Send report,144,5,Tomorrow,1,0,4,4,2,0,Low
Errand,Car service,11,1,Tomorrow,4,0,4,5,5,1,Low
Errand,Buy groceries,107,3,No Deadline,2,1,5,3,4,0,Low
Work,Attend meeting,118,5,Tomorrow,1,0,4,4,5,1,Medium
Personal,Clean room,150,5,No Deadline,2,0,2,2,1,1,Low
Work,Attend meeting,161,5,Next Week,4,0,2,3,3,1,Medium
Health,Take vitamins,113,3,Today,4,1,4,1,5,0,Medium
Health,Sleep early,126,4,Tomorrow,2,0,3,5,3,1,Low
Work,Send report,14,1,Overdue,5,0,1,5,2,1,Low
Work,Fix bug,159,3,No Deadline,5,0,1,5,5,0,Low
Personal,Call mom,108,3,Tomorrow,5,1,5,3,5,1,Medium
Study,Practice math,169,3,No Deadline,5,0,3,4,2,0,Low
Study,Read chapter,162,2,No Deadline,2,0,5,3,2,1,Low
Work,Write proposal,83,2,This Week,2,1,5,2,1,1,Low
Health,Meditate,66,5,Tomorrow,1,0,2,4,4,1,Medium
Study,Revise notes,96,1,No Deadline,3,0,1,1,3,1,Low
Study,Revise notes,99,3,Overdue,1,1,3,1,5,1,Medium
Work,Attend meeting,144,1,Next Week,1,1,4,1,4,1,Low
Errand,Car service,92,5,Next Week,2,1,3,4,3,0,Medium
Work,Review code,55,1,This Week,4,1,5,2,2,1,Low
Errand,Visit bank,39,3,No Deadline,4,0,1,2,4,0,Low
Health,Meditate,37,4,Next Week,5,1,5,5,2,1,Medium
Errand,Pick up parcel,53,5,Today,3,1,4,3,3,0,Medium
Errand,Pick up parcel,166,1,Today,2,1,5,1,5,0,Low
Work,Attend meeting,54,5,No Deadline,1,0,2,2,4,0,Low
Personal,Call mom,152,1,Today,4,0,1,5,4,0,Low
Study,Submit assignment,60,4,No Deadline,3,1,5,2,5,0,Low
Errand,Buy groceries,37,5,No Deadline,1,1,3,3,1,1,Low
Work,Fix bug,18,3,This Week,5,0,3,1,2,0,Medium
Study,Practice math,137,5,Tomorrow,4,1,1,4,5,1,Medium
Errand,Buy groceries,112,1,Next Week,3,1,5,2,1,0,Low
Health,Sleep early,51,2,Tomorrow,4,1,3,1,3,1,Medium
Work,Fix bug,77,4,Today,1,1,3,1,1,1,Medium
Work,Fix bug,59,5,Next Week,1,0,2,2,1,1,Medium
Personal,Plan trip,84,5,Overdue,4,0,5,3,2,1,High
Study,Practice math,164,4,Next Week,3,1,1,1,3,1,Medium
Work,Write proposal,126,3,Today,5,1,5,1,4,1,Medium
Work,Write proposal,168,2,This Week,1,0,3,2,4,0,Low
Study,Watch lecture,170,3,No Deadline,3,0,1,2,3,1,Low
Errand,Book tickets,22,5,Overdue,3,0,3,5,3,0,Medium
Study,Revise notes,102,1,Tomorrow,3,0,4,2,1,1,Low
Health,Go to gym,41,4,This Week,2,0,2,1,2,1,Medium
Study,Revise notes,59,1,Tomorrow,1,0,1,4,5,1,Low
Personal,Plan trip,52,2,Tomorrow,4,1,1,2,2,1,Medium
Errand,Book tickets,46,5,No Deadline,5,1,4,4,1,1,Medium
Health,Meditate,67,3,Tomorrow,4,0,5,2,1,0,Medium
Study,Practice math,103,5,Today,3,1,2,1,4,0,Medium
Errand,Car service,71,3,Today,4,0,5,3,4,1,Medium
Work,Attend meeting,172,1,Today,3,1,5,4,2,0,Low
Work,Fix bug,95,1,Tomorrow,5,1,2,3,2,0,Low
Health,Cook healthy meal,72,4,Tomorrow,3,1,5,4,4,0,Medium
Work,Review code,33,4,Tomorrow,4,1,2,5,5,0,Medium
Work,Write proposal,70,2,Next Week,2,0,3,5,2,0,Low
Personal,Clean room,51,3,Next Week,1,0,5,4,3,1,Low
Personal,Clean room,88,1,Today,3,1,2,3,5,0,Low
Personal,Call mom,108,4,Overdue,3,0,4,4,5,0,Medium
Work,Review code,5,4,This Week,2,1,1,2,4,0,Medium
Errand,Car service,138,3,Tomorrow,1,0,2,2,4,1,Low
Study,Submit assignment,8,2,Tomorrow,3,1,1,3,3,1,Low
Study,Practice math,66,1,Next Week,4,0,1,4,3,0,Low
Study,Submit assignment,134,3,Today,4,0,2,2,4,0,Medium
Errand,Pick up parcel,127,2,Tomorrow,2,1,4,2,1,0,Low
Errand,Car service,91,5,Today,1,0,5,4,5,0,Low
Errand,Buy groceries,95,2,Today,3,0,2,4,1,1,Low
Errand,Book tickets,100,4,Overdue,2,0,1,3,2,1,Medium
Personal,Call mom,104,3,Overdue,2,0,4,3,4,1,Medium
Work,Send report,98,1,Tomorrow,5,0,3,5,4,0,Low
Study,Watch lecture,54,3,Today,3,0,1,4,2,0,Low
Errand,Book tickets,154,5,Tomorrow,2,0,3,3,2,1,Medium
Errand,Pick up parcel,37,2,Tomorrow,1,0,5,1,4,1,Low
Study,Read chapter,121,3,Tomorrow,2,1,2,2,4,1,Low
Study,Submit assignment,36,5,Next Week,4,0,3,1,2,1,Medium
Health,Cook healthy meal,90,3,Next Week,4,1,5,2,2,1,Medium
Work,Attend meeting,49,1,This Week,3,0,1,1,4,1,Low
Health,Sleep early,111,4,Next Week,4,0,4,4,4,0,Medium
Work,Send report,89,3,Today,4,0,4,1,3,0,Medium
Errand,Book tickets,54,2,This Week,2,0,4,4,4,0,Low
Personal,Organize photos,65,5,Next Week,3,0,2,2,4,1,Medium
Study,Watch lecture,126,2,No Deadline,5,0,4,3,5,1,Low
Study,Watch lecture,92,3,This Week,1,0,1,5,3,1,Low
Study,Watch lecture,177,4,This Week,4,0,1,3,3,1,Medium
Work,Send report,65,2,Next Week,3,1,1,4,4,1,Low
Study,Submit assignment,51,1,No Deadline,4,0,3,1,4,0,Low
Study,Practice math,25,5,Next Week,4,0,3,2,3,1,Medium
Personal,Plan trip,47,1,No Deadline,3,0,2,2,4,1,Low
Health,Go to gym,23,5,Overdue,2,1,2,3,2,0,Medium
Study,Read chapter,16,1,Tomorrow,5,0,2,3,3,1,Low
Work,Write proposal,31,5,Next Week,1,0,2,2,4,1,Medium
Work,Send report,57,2,Next Week,5,1,2,4,2,1,Medium
Errand,Car service,41,2,No Deadline,3,0,3,5,1,0,Low
Work,Fix bug,44,2,This Week,1,0,3,5,5,0,Low
Personal,Organize photos,166,4,No Deadline,2,1,3,3,4,0,Low
Health,Sleep early,161,1,Today,5,0,4,2,1,1,Low
Health,Sleep early,44,4,Tomorrow,1,1,1,4,5,1,Low
Work,Fix bug,58,4,This Week,5,0,2,3,3,0,Medium
Personal,Plan trip,139,4,Overdue,4,0,3,2,3,1,Medium
Study,Watch lecture,6,1,This Week,4,1,3,5,3,0,Low
Study,Watch lecture,156,4,Today,2,1,1,5,1,0,Low
Study,Read chapter,124,5,No Deadline,2,0,3,5,1,1,Low
Personal,Pay bills,23,5,This Week,3,1,3,1,4,0,Medium
Personal,Plan trip,120,5,This Week,3,0,3,3,4,1,Medium
Errand,Visit bank,146,3,Tomorrow,3,1,3,1,2,0,Medium
Errand,Book tickets,141,3,Overdue,2,1,1,2,2,0,Medium
Errand,Visit bank,20,1,This Week,4,1,4,2,4,1,Low
Study,Read chapter,53,1,Today,2,1,3,3,4,0,Low
Health,Sleep early,34,5,This Week,5,0,5,5,5,0,Medium
Personal,Clean room,40,1,Next Week,2,0,5,1,3,0,Low
Health,Sleep early,134,4,Today,3,1,3,5,4,1,Medium
Study,Read chapter,102,5,Next Week,3,0,3,4,1,1,Medium
Personal,Pay bills,109,1,Tomorrow,5,0,3,1,3,1,Low
Study,Practice math,132,3,Overdue,2,0,3,2,2,0,Medium
Errand,Car service,17,2,No Deadline,1,0,4,3,5,1,Low
Health,Cook healthy meal,17,5,Today,5,1,1,2,4,0,Medium
Health,Sleep early,27,1,This Week,4,0,3,3,4,1,Low
Personal,Pay bills,24,2,This Week,1,1,3,2,5,1,Low
Health,Sleep early,127,1,Next Week,3,1,1,4,3,0,Low
Errand,Visit bank,142,2,Overdue,3,0,5,4,5,1,Low
Work,Fix bug,160,3,Overdue,3,1,1,5,1,1,Medium
Health,Take vitamins,64,5,This Week,4,0,2,4,5,0,Medium
Study,Submit assignment,11,3,Overdue,1,1,4,5,3,0,Low
Personal,Call mom,23,5,Tomorrow,1,0,2,1,1,0,Medium
Study,Submit assignment,131,3,This Week,4,0,5,4,4,1,Low
Personal,Clean room,74,5,This Week,5,0,2,1,1,0,Medium
Health,Go to gym,42,3,Today,5,1,5,2,3,1,Medium
Work,Write proposal,63,2,Tomorrow,5,0,1,5,3,0,Low
Study,Revise notes,84,4,This Week,1,1,3,5,1,1,Low
Health,Go to gym,144,2,Tomorrow,1,1,3,5,3,0,Low
Personal,Organize photos,53,2,This Week,2,1,4,1,5,0,Low
Work,Attend meeting,81,2,Next Week,5,1,5,3,5,1,Medium
Health,Cook healthy meal,70,5,Overdue,1,1,2,2,1,1,Medium
Study,Revise notes,49,5,Overdue,1,1,4,3,5,0,Medium
